pedal_id	builder	model	photo_count	primary_photo_source
DISC-1253		Black Arts Toneworks Pharaoh - Fuzz	0	
DISC-1254		Black Arts Toneworks Pharaoh - Fuzz Supreme	0	
DISC-1255		Black Arts Toneworks Quantum Mystic Overdrive	0	
DISC-1256		Black Arts Toneworks Revelation	0	
DISC-1257		Black Arts Toneworks Ritual - Fuzz	0	
DISC-1258		Black Arts Toneworks Sarcophagus Fuzz	0	
DISC-1259		Black Arts Toneworks Witch Burner	0	
DISC-1260		Fulltone '69	0	
DISC-1261		Fulltone '69 MkII	0	
DISC-1262		Fulltone '69 Slight Return	0	
DISC-1263		Fulltone '70	0	
DISC-1264		Fulltone '70 BC-108C	0	
DISC-1265		Fulltone 2B	0	
DISC-1266		Fulltone Bass-Drive	0	
DISC-1267		Fulltone CF-1 Choralflange	0	
DISC-1268		Fulltone CFV-2 ChoralFlange	0	
DISC-1269		Fulltone Clyde Deluxe Wah	0	
DISC-1270		Fulltone Clyde Wah	0	
DISC-1271		Fulltone CT-1 Catalyst	0	
DISC-1272		Fulltone Custom Shop Hi-Mu	0	
DISC-1273		Fulltone Custom Shop Queen Bee	0	
DISC-1274		Fulltone Custom Shop Ranger - Germanium Treble Booster / Rangemaster	0	
DISC-1275		Fulltone Custom Shop Supa-Wah - 5-Voice Wah-Wah	0	
DISC-1276		Fulltone Deja' Vibe 2	0	
DISC-1277		Fulltone DP-1 Distortion Pro	0	
DISC-1278		Fulltone FB-1 Fat-Boost	0	
DISC-1279		Fulltone FB-2 Fat-Boost	0	
DISC-1280		Fulltone FB-3 Fat-Boost	0	
DISC-1281		Fulltone FD-1 Full-Drive1	0	
DISC-1282		Fulltone FD-2v2 Full-Drive 2 v2	0	
DISC-1283		Fulltone FPS-1 adapter	0	
DISC-1284		Fulltone Full-Drive	0	
DISC-1285		Fulltone Full-Drive 2	0	
DISC-1286		Fulltone Full-Drive 3	0	
DISC-1287		Fulltone GT-500 Discrete Booster / Distortion	0	
DISC-1288		Fulltone Mas Malo - Distortion/Fuzz	0	
DISC-1289		Fulltone MDV-2 Deja' Vibe	0	
DISC-1290		Fulltone MDV-3 Deja' Vibe	0	
DISC-1291		Fulltone Mini Deja' Vibe	0	
DISC-1292		Fulltone OCD Ge - Germanium OCD	0	
DISC-1293		Fulltone OCD Obsessive Compulsive Drive	0	
DISC-1294		Fulltone OF-1 Octafuzz	0	
DISC-1295		Fulltone OF-2 Octafuzz	0	
DISC-1296		Fulltone PlimSoul	0	
DISC-1297		Fulltone PlimSoul MkII	0	
DISC-1298		Fulltone RTO Robin Trower Overdrive	0	
DISC-1299		Fulltone SB-2 Soul-Bender	0	
DISC-1300		Fulltone Secret Freq.	0	
DISC-1301		Fulltone Soul-Bender	0	
DISC-1302		Fulltone SSTE Solid State Tape Echo	0	
DISC-1303		Fulltone ST-1 Supa-Trem	0	
DISC-1304		Fulltone ST-2 Supa-Trem2	0	
DISC-1305		Fulltone ST-Jr Supa-Trem Jr	0	
DISC-1306		Fulltone TTE Tube Tape Echo	0	
DISC-1307		Fulltone Ultimate Octave	0	
DISC-1308		Fulltone WahFull	0	
DISC-1309		Death By Audio Amp Crash	0	
DISC-1223		Top Gear Bass Boost	0	
DISC-1224		Top Gear Equaliser	0	
DISC-1225		Top Gear Flanger	0	
DISC-1226		Top Gear Four Channel Mixer	0	
DISC-1227		Top Gear Funky Fazer	0	
DISC-1228		Top Gear Fuzz	0	
DISC-1229		Top Gear Fuzz Sustain	0	
DISC-1230		Top Gear Mini Mixer	0	
DISC-1231		Top Gear Octave Divider	0	
DISC-1232		Top Gear Phaser	0	
DISC-1233		Top Gear Rotator	0	
DISC-1234		Top Gear Sound Rotator	0	
DISC-1235		Top Gear Sustain	0	
DISC-1236		Top Gear TG-55 Synthesiser	0	
DISC-1237		Top Gear Treble Boost	0	
DISC-1238		Top Gear Vol	0	
DISC-1239		Top Gear Wah	0	
DISC-1240		Top Gear Wah Volume	0	
DISC-1241		Smitty Pedals Bass Compadre	0	
DISC-1242		Smitty Pedals Compadre	0	
DISC-1243		Smitty Pedals Fuzz Ranger	0	
DISC-1244		Smitty Pedals Fuzz-Tone	0	
DISC-1245		Smitty Pedals Holy Smit	0	
DISC-1246		Smitty Pedals Hybrid Fuzz	0	
DISC-1247		Smitty Pedals Maelstrom	0	
DISC-1248		Smitty Pedals Octavulator	0	
DISC-1249		Smitty Pedals Smitty Bender Mk1.5	0	
DISC-1250		Smitty Pedals Smitty Bender MkI	0	
DISC-1251		Smitty Pedals Smitty Bender MkIII	0	
DISC-1252		Smitty Pedals Smitty Bender Pro MkII	0	
DISC-1253		Smitty Pedals Smitty Fuzz	0	
DISC-1254		Smitty Pedals SmittyDriver	1	Wikimedia Commons
DISC-1255		Smitty Pedals Square Wave	0	
DISC-1256		Smitty Pedals Suppa Bender	0	
DISC-1257		Smitty Pedals Suppa Octave	0	
DISC-1258		Smitty Pedals T-Boost	0	
DISC-1259		Frantone Acoust-A-Boost	0	
DISC-1260		Frantone Auto-Looper	0	
DISC-1261		Frantone Bassweet Germanium Fuzztone	0	
DISC-1262		Frantone Brooklyn Overdrive	0	
DISC-1263		Frantone Cream Puff	0	
DISC-1264		Frantone Glacier Hyper Modulator	0	
DISC-1265		Frantone Hep Cat	0	
DISC-1266		Frantone Hi-Ball Selectable Overdrive	0	
DISC-1267		Frantone Ingot Effects Loop Switcher	0	
DISC-1268		Frantone Lo-Tone Classic Fuzz	0	
DISC-1269		Frantone Peach Fuzz	0	
DISC-1270		Frantone Sandwich Optical Compressor	0	
DISC-1271		Frantone Sputnik	0	
DISC-1272		Frantone The Boobox Signal Router	0	
DISC-1273		Frantone The Sweet Germanium Fuzztone	0	
DISC-1274		Frantone Thunderhead Bass Booster	0	
DISC-1275		Frantone Universal Translator	0	
DISC-1276		Frantone Vibutron	0	
DISC-1277		EC Pedals Angry Ape Gate Controlled Bass Fuzz	0	
DISC-1278		EC Pedals Eyeball Compressor	0	
DISC-1279		EC Pedals Hot Rodded Booster	0	
DISC-1280		EC Pedals Michael Benson Signature FuzzDriver	0	
DISC-1281		EC Pedals Muff Head	0	
DISC-1282		EC Pedals Murinae	0	
DISC-1283		EC Pedals Night Journey Reverb	0	
DISC-1284		EC Pedals Orphaned Bass Drive	0	
DISC-1285		EC Pedals Orphaned Drive	0	
DISC-1286		EC Pedals Overlord Sweet Overdrive	0	
DISC-1287		EC Pedals Overlord Bass Overdrive	0	
DISC-1288		EC Pedals Primestortion	0	
DISC-1289		EC Pedals Rusty Cooley Overdrive	0	
DISC-1290		EC Pedals Super Switcher	0	
DISC-1291		EC Pedals SuperSwitcher II	0	
DISC-1292		EC Pedals The Mystical Sustainer	0	
DISC-1293		EC Pedals Time Traveler Delay	0	
DISC-1294		EC Pedals Zombie Distortion	0	
DISC-1250		Analog Man Astro Tone	0	
DISC-1251		Analog Man Beano Boost	0	
DISC-1252		Analog Man King Of Tone	0	
DISC-1253		Analog Man Peppermint Fuzz	0	
DISC-1254		Analog Man Prince Of Tone	0	
DISC-1255		Analog Man Sun Face	0	
DISC-1256		Analog Man Sun Lion	0	
DISC-1257		Analog Man SunBender	0	
DISC-1258		Barber Electronics 1/2 Gainer	0	
DISC-1259		Barber Electronics Burn Unit	0	
DISC-1260		Barber Electronics Burn Unit 2	0	
DISC-1261		Barber Electronics Compact Burn Unit	0	
DISC-1262		Barber Electronics Compact Direct Drive	0	
DISC-1263		Barber Electronics Deep Fryer	0	
DISC-1264		Barber Electronics Direct Drive	0	
DISC-1265		Barber Electronics Direct Drive LG	0	
DISC-1266		Barber Electronics Direct Drive SS	0	
DISC-1267		Barber Electronics Dirty Bomb	0	
DISC-1268		Barber Electronics Exacta	0	
DISC-1269		Barber Electronics Gain-Changer	0	
DISC-1270		Barber Electronics GCX Gain-Changer Expanded	0	
DISC-1271		Barber Electronics L.T.D.	0	
DISC-1272		Barber Electronics Silver L.T.D.	0	
DISC-1273		Barber Electronics Small Fry Burn Unit	0	
DISC-1274		Barber Electronics Tone Pump	0	
DISC-1275		Barber Electronics Tone Pump EQ	0	
DISC-1276		Barber Electronics Tone Pump II	0	
DISC-1277		Barber Electronics Trifecta	0	
DISC-1278		Barber Electronics unLimiTeD	0	
DISC-1279		Barber Electronics unLTD - 2 Channel Overdrive	0	
DISC-1280		BMF Effects Aries Fuzz	0	
DISC-1281		BMF Effects El Jefe	0	
DISC-1282		BMF Effects Fat Bastard	0	
DISC-1283		BMF Effects GB Boost - Germanium Booster	0	
DISC-1284		BMF Effects Ge Spot F2	0	
DISC-1285		BMF Effects Ge Spot MkI	0	
DISC-1286		BMF Effects Purple Nurple	0	
DISC-1287		BMF Effects Rocket 88 - Fuzz	0	
DISC-1288		BMF Effects Sisyphuzz - Silicon Fuzz	0	
DISC-1289		BMF Effects The Great Wide Open	0	
DISC-1290		Catalinbread Antichthon	0	
DISC-1291		Catalinbread Antichthon Deluxe	0	
DISC-1292		Catalinbread Blood Donor	0	
DISC-1293		Catalinbread CB Distortion	0	
DISC-1294		Catalinbread CB Fuzz	0	
DISC-1295		Catalinbread CB Overdrive	0	
DISC-1296		Catalinbread Carbide	0	
DISC-1297		Catalinbread Clean Little Secret	0	
DISC-1298		Catalinbread Dirty Little Secret	0	
DISC-1299		Catalinbread Dirty Little Secret Deluxe	0	
DISC-1300		Catalinbread Dreamcoat	0	
DISC-1301		Catalinbread Formula 51	0	
DISC-1302		Catalinbread Formula 5F6	0	
DISC-1303		Catalinbread Formula No. 55	0	
DISC-1304		Catalinbread Formula N°5	0	
DISC-1305		Catalinbread Fuzzrite	0	
DISC-1306		Catalinbread Fuzzrite Germanium	0	
DISC-1307		Catalinbread Fuzzrite Mini	0	
DISC-1308		Catalinbread Giygas	0	
DISC-1309		Catalinbread Giygas 2K	0	
DISC-1310		Catalinbread Karma Suture (Germanium)	0	
DISC-1311		Catalinbread Karma Suture (Silicon)	0	
DISC-1312		Catalinbread Katzenkönig	0	
DISC-1313		Catalinbread Manx Loaghtan Fuzz	0	
DISC-1314		Catalinbread Merkin	0	
DISC-1315		Catalinbread Naga Viper	0	
DISC-1316		Catalinbread Octapussy	0	
DISC-1317		Catalinbread Ottava Magus	0	
DISC-1318		Catalinbread Ottava Magus II	0	
DISC-1319		Catalinbread Perseus	0	
DISC-1320		Catalinbread Perseus DIO	0	
DISC-1321		Catalinbread Sabbra Cadabra	0	
DISC-1322		Catalinbread SFT	0	
DISC-1323		Catalinbread SideArm	0	
DISC-1324		Catalinbread Silver Kiss	0	
DISC-1325		Catalinbread Skewer - Hornby-Skewes Treble Booster	0	
DISC-1326		Devi Ever FX '90	0	
DISC-1327		Devi Ever FX 33 Silver Crank	0	
DISC-1328		Devi Ever FX Beautiful Disaster	0	
DISC-1329		Devi Ever FX Bi-Fuzz	0	
DISC-1330		Devi Ever FX BIT Legend Of Fuzz	0	
DISC-1331		Devi Ever FX Bit Mangler	0	
DISC-1332		Devi Ever FX Black Spider	0	
DISC-1333		Devi Ever FX DB Dark Boost	0	
DISC-1334		Devi Ever FX Devistortion	0	
DISC-1335		Devi Ever FX DF Disaster Fuzz	0	
DISC-1336		Devi Ever FX Disaster Fuzz	0	
DISC-1337		Devi Ever FX DN Destructo Noctavia	0	
DISC-1338		Devi Ever FX Dream Mangler	0	
DISC-1339		Devi Ever FX EB Electric Brown	0	
DISC-1340		Devi Ever FX Fuzz	0	
DISC-1341		Devi Ever FX God Zilla	0	
DISC-1342		Devi Ever FX GZ Goddess Zero	0	
DISC-1343		Devi Ever FX Heaven's Gate	0	
DISC-1344		Devi Ever FX Helios	0	
DISC-1345		Devi Ever FX Hyperion	0	
DISC-1346		Devi Ever FX Hyperion 2	0	
DISC-1347		Devi Ever FX KF Krackle Fuzz	0	
DISC-1348		Devi Ever FX Little Shit	0	
DISC-1349		Devi Ever FX Love Fuzz	0	
DISC-1350		Devi Ever FX Mega Bit	0	
DISC-1351		Devi Ever FX Never Drive	0	
DISC-1352		Devi Ever FX Punch Love	0	
DISC-1353		Devi Ever FX Punch Hate	0	
DISC-1354		Devi Ever FX Rocket	0	
DISC-1355		Devi Ever FX Shoe Gazer	0	
DISC-1356		Devi Ever FX Soda Meiser	0	
DISC-1357		Devi Ever FX Stimulus Fuzz	0	
DISC-1358		Devi Ever FX Stone Fuzz	0	
DISC-1359		Devi Ever FX Torn's Peaker	0	
DISC-1360		Devi Ever FX Vintage Fuzz Master	0	
DISC-1361		Devi Ever FX War Horse	0	
DISC-1362		Devi Ever FX Year of the Rat	0	
DISC-1363		Devi Ever FX Zero Good	0	
DISC-1364		Fuzzrocious 420 Fuzz	0	
DISC-1365		Fuzzrocious Blast Furnace	0	
DISC-1366		Fuzzrocious Broke Dick Peanut Gallery	0	
DISC-1367		Fuzzrocious Cat King	0	
DISC-1368		Fuzzrocious Cicada Fuzz	0	
DISC-1369		Fuzzrocious Dark Driving	0	
DISC-1370		Fuzzrocious Darkest Driving	0	
DISC-1371		Fuzzrocious Demon King	0	
DISC-1372		Fuzzrocious Feed Me	0	
DISC-1373		Fuzzrocious Green Stache	0	
DISC-1374		Fuzzrocious Grey Stache	0	
DISC-1375		Fuzzrocious Grey Stache Plus	0	
DISC-1376		Fuzzrocious Heliotropic	0	
DISC-1377		Fuzzrocious Mail Order Muff	0	
DISC-1378		Fuzzrocious Momster	0	
DISC-1379		Fuzzrocious Octave Jawn	0	
DISC-1380		Fuzzrocious Oh See Demon	0	
DISC-1381		Fuzzrocious Playing Mantis	0	
DISC-1382		Fuzzrocious Ram The Manparts	0	
DISC-1383		Fuzzrocious Rat King	0	
DISC-1384		Fuzzrocious Rat Tail	0	
DISC-1385		Fuzzrocious The Octavus	0	
DISC-1386		Fuzzrocious The Overdose	0	
DISC-1387		Fuzzrocious TS El Oso	0	
DISC-1388		Guyatone FZ-2000 Fuzz	0	
DISC-1389		Guyatone TD-1 Tube Distortion	0	
DISC-1390		Guyatone TO-2 Tube Overdrive	0	
DISC-1391		Guyatone FS-1 Bazz Box	0	
DISC-1392		Guyatone FS-1 Buzz Box	0	
DISC-1393		Guyatone FS-2 Buzz Box	0	
DISC-1394		Guyatone FS-3 Fuzz	0	
DISC-1395		Guyatone TZm5 Torrid Fuzz	0	
DISC-1396		Rockett Pedals Archer Select	0	
DISC-1397		Rockett Pedals Blue Note Select	0	
DISC-1398		Rockett Pedals Broverdrive	0	
DISC-1399		Rockett Pedals HRM	0	
DISC-1400		Rockett Pedals HRM Hot Rubber Monkey v2	0	
DISC-1401		Rockett Pedals Melody	0	
DISC-1402		Rockett Pedals El Hombre	0	
DISC-1403		Rockett Pedals PXO	0	
DISC-1404		Rockett Pedals Animal Overdrive	0	
DISC-1405		Rockett Pedals 68 Stiff Arm Overdrive	0	
DISC-1406		Rockett Pedals AC 63	0	
DISC-1407		Rockett Pedals Flex Drive	0	
DISC-1408		Rockett Pedals Chicken Soup Overdrive	0	
DISC-1409		Rockett Pedals Blue Note Overdrive	0	
DISC-1410		Rockett Pedals Lemon Aid	0	
DISC-1411		Rockett Pedals Mini Touch Overdrive	0	
DISC-1412		Keeley Electronics 1962	0	
DISC-1413		Keeley Electronics 537 FET Distortion	0	
DISC-1414		Keeley Electronics Aria	0	
DISC-1415		Keeley Electronics Awful Waffle Slime Blaster	0	
DISC-1416		Keeley Electronics Black Glass OC44	0	
DISC-1417		Keeley Electronics Black Glass OC81D	0	
DISC-1418		Keeley Electronics Black Silk	0	
DISC-1419		Keeley Electronics Blacktop	0	
DISC-1420		Keeley Electronics Bootlegger Overdrive	0	
DISC-1421		Keeley Electronics D&M Drive	0	
DISC-1422		Keeley Electronics DS-9 Distortion	0	
DISC-1423		Keeley Electronics El Rey Dorado	0	
DISC-1424		Keeley Electronics Electric Mudd	0	
DISC-1425		Keeley Electronics Filaments	0	
DISC-1426		Keeley Electronics Fuzz	0	
DISC-1427		Keeley Electronics Fuzz Bender	0	
DISC-1428		Keeley Electronics Fuzz Head	0	
DISC-1429		Keeley Electronics Fuzzy Pizdets	0	
DISC-1430		Keeley Electronics Germanium Super Phat Mod	0	
DISC-1431		Keeley Electronics Holy Fuzz	0	
DISC-1432		Keeley Electronics Java Boost	0	
DISC-1433		Keeley Electronics Katana Blues Drive	0	
DISC-1434		Keeley Electronics KO-ALS Distortion	0	
DISC-1435		Keeley Electronics Loomer	0	
DISC-1436		Keeley Electronics Luna Overdrive	0	
DISC-1437		Keeley Electronics Luna Overdrive II	0	
DISC-1438		Keeley Electronics Moon	0	
DISC-1439		Keeley Electronics Muse Driver	0	
DISC-1440		Keeley Electronics Noble Screamer	0	
DISC-1441		Keeley Electronics Oxblood Overdrive	0	
DISC-1442		Keeley Electronics Octa Psi	0	
DISC-1443		Keeley Electronics Psi Fuzz	0	
DISC-1444		Keeley Electronics Red Dirt Overdrive	0	
DISC-1445		Keeley Electronics Red Dirt Overdrive Mini	0	
DISC-1446		Keeley Electronics Rotten Apple Fuzz	0	
DISC-1447		Keeley Electronics Sfocato	0	
DISC-1448		Keeley Electronics Silver Bullet Fuzz	0	
DISC-1449		Lovepedal 8823	0	
DISC-1450		Lovepedal COT-50 Church Of Tone Plexi	0	
DISC-1451		Lovepedal Dragon Fuzz	0	
DISC-1452		Lovepedal Dual Purple Plexi	0	
DISC-1453		Lovepedal Eternity Overdrive	0	
DISC-1454		Lovepedal Fuzz50 Royale	0	
DISC-1455		Lovepedal Joker - Boost	0	
DISC-1456		Lovepedal JTM	0	
DISC-1457		Lovepedal Jubilee Plus Boost	0	
DISC-1458		Lovepedal Kalamazoo	1	Wikimedia Commons
DISC-1459		Lovepedal Karl Fuzz	0	
DISC-1460		Lovepedal Les Lius	0	
DISC-1461		Lovepedal Mk-Red - King Of Dirt	0	
DISC-1462		Lovepedal Mk12 Bender	0	
DISC-1463		Lovepedal Monkey Fist Fuzz	0	
DISC-1464		Lovepedal OD Eleven	0	
DISC-1465		Lovepedal Purple Plexi	0	
DISC-1466		Lovepedal RedHead - High Gain	0	
DISC-1467		Lovepedal Silicon Fuzzmaster	0	
DISC-1468		Lovepedal Steel Stringer	0	
DISC-1469		Lovepedal Super Sic Tone	0	
DISC-1470		Lovepedal Super Six	0	
DISC-1471		Lovepedal SuperLead	0	
DISC-1472		Lovepedal Tchula	0	
DISC-1473		Lovepedal Valve Reamer	0	
DISC-1474		Lovepedal Woodrow	0	
DISC-1475		Malekko Heavy Industry Diabolik	0	
DISC-1476		Malekko Heavy Industry Downer	0	
DISC-1477		Malekko Heavy Industry 213 Plus Ultra	0	
DISC-1478		Menatone Blue Collar	0	
DISC-1479		Menatone Blue Overdrive	0	
DISC-1480		Menatone Chawbox	0	
DISC-1481		Menatone Dirty Blonde	0	
DISC-1482		Menatone Dumbstruck	0	
DISC-1483		Menatone Fargen Amps VOS	0	
DISC-1484		Menatone Hindenburg	0	
DISC-1485		Menatone Howie	0	
DISC-1486		Menatone Kar Krash	0	
DISC-1487		Menatone King of the Britains	0	
DISC-1488		Menatone MenaWatt	0	
DISC-1489		Menatone Ms. Foxy Brown	0	
DISC-1490		Menatone None More Black	0	
DISC-1491		Menatone PiG	0	
DISC-1492		Menatone PoPo Fuzz	0	
DISC-1493		Menatone Red Overdrive	0	
DISC-1494		Menatone Red Snapper	0	
DISC-1495		Menatone Shut Up & Drive	0	
DISC-1496		Menatone The Bark 'n The Bite	0	
DISC-1497		Menatone The Dirty B	0	
DISC-1498		Menatone The Great White Buffalo	0	
DISC-1499		Menatone The King	0	
DISC-1500		Menatone The Law - Fuzz	0	
DISC-1501		Menatone The Law Bender	0	
DISC-1502		Menatone The Thundering Revival	0	
DISC-1503		Menatone Top Boost In A Can	0	
DISC-1504		Menatone Workingman's Blue	0	
DISC-1505		Menatone Wreck'T	0	
DISC-1506		MI Audio Blue Boy	0	
DISC-1507		MI Audio Blue Boy Deluxe	0	
DISC-1508		MI Audio Blues Pro Overdrive	0	
DISC-1509		MI Audio Boost 'n' Buff	0	
DISC-1510		MI Audio Classic Distortion	0	
DISC-1511		MI Audio Crunch Box	0	
DISC-1512		MI Audio G.I. Fuzz	0	
DISC-1513		MI Audio Neo Fuzz	0	
DISC-1514		MI Audio Pollyanna Octave	0	
DISC-1515		MI Audio Tube Zone Overdrive	0	
DISC-1516		MI Audio Super Blues Pro	0	
DISC-1517		MI Audio Super Crunch Box	0	
DISC-1518		MI Audio Megalith Delta	0	
DISC-1519		Moody Sounds Moody Fuzz	0	
DISC-1520		Moody Sounds Hjärt Müller Bass Drive	0	
DISC-1521		Moody Sounds Zeygot Fuzz	0	
DISC-1522		Smallsound/Bigsound Buzzz	0	
DISC-1523		Smallsound/Bigsound Fuck Overdrive	0	
DISC-1524		Smallsound/Bigsound Hawk	0	
DISC-1525		Smallsound/Bigsound Mini Fuck Overdrive	0	
DISC-1526		Smallsound/Bigsound Pretty Years	0	
DISC-1527		Smallsound/Bigsound Sparkle Motion	0	
DISC-1528		Smallsound/Bigsound Team_Awesome Fuzzmachine	0	
DISC-1529		Smallsound/Bigsound Year 2525	0	
DISC-1530		Smallsound/Bigsound Year 4545	0	
DISC-1531		Systech Overdrive	0	
DISC-1532		Systech Overdrive A	0	
DISC-1533		Systech Harmonic Energizer	0	
DISC-1534		T-Pedals BassTard Fuzz	0	
DISC-1535		T-Pedals Buggy Fuzz	0	
DISC-1536		T-Pedals Daytona Fuzz	0	
DISC-1537		T-Pedals Hi-Fuzz	0	
DISC-1538		T-Pedals Metak Boost	0	
DISC-1539		T-Pedals Metak Fuzztron	0	
DISC-1540		T-Pedals Nuke Booster	0	
DISC-1541		T-Pedals Overboost	0	
DISC-1542		T-Pedals Super Hoffman	0	
DISC-1543		T-Pedals T-Fuzz	0	
DISC-1544		T-Pedals Watt-Drive	0	
DISC-1545		Wampler Pedals Phenom	0	
DISC-1546		Wampler Pedals Triumph	0	
DISC-1547		Wampler Pedals Belle Overdrive	0	
DISC-1548		Wampler Pedals Black '65 Overdrive	0	
DISC-1549		Wampler Pedals Hot Wired	0	
DISC-1550		Wampler Pedals cataPulp	0	
DISC-1551		Wampler Pedals Clarksdale	0	
DISC-1552		Wampler Pedals Cranked AC	0	
DISC-1553		Wampler Pedals Cranked OD	0	
DISC-1554		Wampler Pedals Cryptid Fuzz	0	
DISC-1555		Wampler Pedals Dracarys	0	
DISC-1556		Wampler Pedals Ecstasy Overdrive	0	
DISC-1557		Wampler Pedals Euphoria Overdrive	0	
DISC-1558		Wampler Pedals Fearbox	0	
DISC-1559		Wampler Pedals Fuzztration	0	
DISC-1560		Wampler Pedals Gearbox	0	
DISC-1561		Wampler Pedals Golden Jubilee	0	
DISC-1562		Wampler Pedals Mad Dog	0	
DISC-1563		Wampler Pedals Leviathan Fuzz	0	
DISC-1564		Wampler Pedals Mofetta	0	
DISC-1565		Wampler Pedals Moxie Overdrive	0	
DISC-1566		Wampler Pedals Paisley Drive	0	
DISC-1567		Wampler Pedals Paisley Drive Deluxe	0	
DISC-1568		Wampler Pedals Pantheon Deluxe	0	
DISC-1569		Wampler Pedals Pantheon	0	
DISC-1570		Wampler Pedals Pinnacle	0	
DISC-1571		Wampler Pedals Pinnacle Deluxe	0	
DISC-1572		Wampler Pedals Plexi Drive Mini	0	
DISC-1573		Wampler Pedals Plexi-Drive	0	
DISC-1574		Wampler Pedals Plexi-Drive Deluxe	0	
DISC-1575		Wampler Pedals PlexTortion	0	
DISC-1576		Wampler Pedals Ratsbane	0	
DISC-1577		Wampler Pedals SLOstortion	0	
DISC-1578		Wampler Pedals Sovereign Distortion	0	
DISC-1579		Wampler Pedals Super Plextortion	0	
DISC-1580		Wampler Pedals TCD	0	
DISC-1581		Wampler Pedals Tumnus	0	
DISC-1582		Wampler Pedals Tumnus Deluxe	0	
DISC-1583		Wampler Pedals Tumnus Germanium	0	
DISC-1584		Wampler Pedals Tumnus Germanium Deluxe	0	
DISC-1585		Wampler Pedals Tweed '57	0	
DISC-1586		Wampler Pedals Underdog	0	
DISC-1587		Wampler Pedals Velvet Fuzz	0	
DISC-1588		Z. Vex '59 Sound	0	
DISC-1589		Z. Vex Box Of Metal	0	
DISC-1590		Z. Vex Box Of Rock	0	
DISC-1591		Z. Vex Double Rock!	0	
DISC-1592		Z. Vex Fat Fuzz Factory	0	
DISC-1593		Z. Vex Fat Fuzz Probe	0	
DISC-1594		Z. Vex Fuzz Factory	0	
DISC-1595		Z. Vex Fuzz Factory 7	0	
DISC-1596		Z. Vex Fuzz Probe	0	
DISC-1597		Z. Vex Fuzzolo	0	
DISC-1598		Z. Vex Jonny Octave	0	
DISC-1599		Z. Vex Jonny Overload	0	
DISC-1600		Z. Vex Machine	0	
DISC-1601		Z. Vex Mastotron	0	
DISC-1602		Z. Vex Octane	0	
DISC-1603		Z. Vex Octane 2	0	
DISC-1604		Z. Vex Octane 3	0	
DISC-1605		Z. Vex Super Hard-On	0	
DISC-1606		Z. Vex Super-Duper 2-in-1	0	
DISC-1607		Z. Vex Vextron Distortron	0	
DISC-1608		Z. Vex Vextron Mastotron	0	
DISC-1609		Z. Vex Woolly Mammoth	0	
DISC-1610		Z. Vex Woolly Mammoth 7	0	
DISC-1611		Z. Vex Vexter Box Of Metal	0	
DISC-1612		Z. Vex Vexter Fuzz Factory	0	
DISC-1613		Z. Vex Vexter Woolly Mammoth	0	
DISC-1614		Boss x JHS Pedals JB-2 Angry Driver	0	
DISC-1615		Electro-Harmonix x JHS Pedals Big Muff Pi 2 - Dual Op-Amp Fuzz	0	
DISC-1616		Electro-Harmonix x JHS Pedals Lizard Queen - Octave Fuzz	0	
DISC-1617		Jet City Amplification Boost Overdrive	0	
DISC-1618		JHS Pedals + PaxAM + Ryan Adams VCR - High Grade Volume/Chorus/Reverb	0	
DISC-1619		JHS Pedals + The Beach Boys Good Vibrations - Chorus/Vibrato	0	
DISC-1620		JHS Pedals + The Beach Boys Punchline - Bass Station	0	
DISC-1621		JHS Pedals / Keeley Steak & Eggs	0	
DISC-1622		JHS Pedals 4 Wheeler - Bass Fuzz	0	
DISC-1623		JHS Pedals 424 Gain Stage - LoFi Fuzz	0	
DISC-1624		JHS Pedals 73 Rams Head Replica	0	
DISC-1625		JHS Pedals 808	0	
DISC-1626		JHS Pedals A/B / Tuner Mute Box	0	
DISC-1627		JHS Pedals A/B Selector Box (A or B)	0	
DISC-1628		JHS Pedals A/B/Y Box	0	
DISC-1629		JHS Pedals Active A/B/Y	0	
DISC-1630		JHS Pedals All American Distortion	0	
DISC-1631		JHS Pedals Alpine Reverb	0	
DISC-1632		JHS Pedals Angry Charlie Channel Drive	0	
DISC-1633		JHS Pedals Artificial Blonde - Madison Cunningham signature Vibrato	0	
DISC-1634		JHS Pedals Astro Mess Fuzz	0	
DISC-1635		JHS Pedals Banana Boost	0	
DISC-1636		JHS Pedals Bass Bomb Boost	0	
DISC-1637		JHS Pedals Bonsai - 9-Way Screamer	0	
DISC-1638		JHS Pedals Boss RC-2 Remote Switch	0	
DISC-1639		JHS Pedals Buffered Splitter	0	
DISC-1640		JHS Pedals Bun Runner - Dual Fuzz Utility	0	
DISC-1641		JHS Pedals Calhoun - Mike Campbell Limited Edition Signature 2-in-1 Pedal	0	
DISC-1642		JHS Pedals Charlie Brown Channel Drive	0	
DISC-1643		JHS Pedals Cheese Ball	0	
DISC-1644		JHS Pedals Colour Box	0	
DISC-1645		JHS Pedals Coyote - Octave Fuzz	0	
DISC-1646		JHS Pedals Double Barrel - Dual Overdrive	0	
DISC-1647		JHS Pedals Double Dragon - Dual Octaver	0	
DISC-1648		JHS Pedals Feedback Looper	0	
DISC-1649		JHS Pedals Firefly Fuzz	0	
DISC-1650		JHS Pedals Flight Delay - Reverse/Analog/Digital Delay	0	
DISC-1651		JHS Pedals Fumble - Dumble Preamp	0	
DISC-1652		JHS Pedals Haunting Mids	0	
